algorithm,size
infomap,15
infomap,9
infomap,16
infomap,12
infomap,11
infomap,10
infomap,8
infomap,8
infomap,7
infomap,6
infomap,4
infomap,1744
infomap,1500
infomap,932
infomap,813
infomap,299
infomap,252
infomap,143
infomap,131
infomap,108
infomap,62
infomap,59
infomap,56
infomap,8
infomap,6
infomap,5
infomap,4
infomap,4
infomap,697
infomap,251
infomap,196
infomap,8
infomap,5
infomap,299
infomap,162
infomap,42
infomap,37
infomap,27
infomap,21
infomap,18
infomap,9
infomap,7
infomap,6
infomap,4
infomap,66
infomap,49
infomap,37
infomap,25
infomap,10
infomap,6
infomap,4
infomap,4
infomap,2588
infomap,1041
infomap,607
infomap,605
infomap,554
infomap,510
infomap,388
infomap,305
infomap,193
infomap,151
infomap,120
infomap,105
infomap,60
infomap,43
infomap,31
infomap,25
infomap,13
infomap,7
infomap,5
infomap,5
infomap,4
infomap,4
infomap,4
infomap,514
infomap,44
infomap,32
infomap,101
infomap,45
infomap,9
infomap,348
infomap,213
infomap,114
infomap,6
infomap,6
infomap,4
infomap,190
infomap,130
infomap,128
infomap,21
infomap,7
infomap,44
infomap,9
infomap,187
infomap,81
infomap,42
infomap,30
infomap,29
infomap,16
infomap,8
infomap,8
infomap,6
infomap,583
infomap,91
infomap,42
infomap,19
infomap,14
infomap,210
infomap,59
infomap,27
infomap,25
infomap,14
infomap,10
infomap,1423
infomap,1329
infomap,571
infomap,249
infomap,221
infomap,219
infomap,126
infomap,53
infomap,39
infomap,18
infomap,11
infomap,5
infomap,5
infomap,4
infomap,4
infomap,161
infomap,87
infomap,32
infomap,14
infomap,25
infomap,11
infomap,8
infomap,7
infomap,6
infomap,6
infomap,5
infomap,4
infomap,4
infomap,4
infomap,4
infomap,4
infomap,4
infomap,252
infomap,214
infomap,137
infomap,105
infomap,83
infomap,57
infomap,52
infomap,19
infomap,10
infomap,9
infomap,2297
infomap,617
infomap,222
infomap,156
infomap,48
infomap,34
infomap,31
infomap,16
infomap,11
infomap,9
infomap,8
infomap,4
infomap,21
infomap,14
infomap,6
infomap,68
infomap,31
infomap,17
infomap,11
infomap,274
infomap,95
infomap,62
infomap,52
infomap,10
infomap,9
infomap,7
infomap,5
infomap,53
infomap,21
infomap,12
infomap,442
infomap,40
infomap,17
infomap,151
infomap,96
infomap,344
infomap,124
infomap,113
infomap,43
infomap,13
infomap,7
infomap,4
infomap,609
infomap,134
infomap,114
infomap,6
infomap,92
infomap,43
infomap,33
infomap,28
infomap,25
infomap,23
infomap,23
infomap,21
infomap,18
infomap,15
infomap,12
infomap,11
infomap,8
infomap,8
infomap,7
infomap,5
infomap,4
infomap,4
infomap,4
infomap,20
infomap,15
infomap,5
infomap,305
infomap,150
infomap,48
infomap,19
infomap,59
infomap,48
infomap,4
infomap,99
infomap,5
infomap,181
infomap,104
infomap,8
infomap,43
infomap,12
infomap,12
infomap,12
infomap,12
infomap,11
infomap,11
infomap,120
infomap,16
infomap,10
infomap,9
infomap,5
infomap,28
infomap,19
infomap,16
infomap,12
infomap,9
infomap,7
infomap,5
infomap,4
infomap,81
infomap,21
infomap,9
infomap,6
infomap,5
infomap,5
infomap,5
infomap,5
infomap,4
infomap,4
infomap,4
infomap,18
infomap,14
infomap,47
infomap,29
infomap,29
infomap,25
infomap,25
infomap,23
infomap,11
infomap,10
infomap,9
infomap,9
infomap,9
infomap,8
infomap,6
infomap,5
infomap,5
infomap,4
infomap,122
infomap,114
infomap,44
infomap,34
infomap,33
infomap,29
infomap,26
infomap,12
infomap,7
infomap,6
infomap,227
infomap,18
infomap,38
infomap,29
infomap,14
infomap,14
infomap,11
infomap,4
infomap,20
infomap,17
infomap,39
infomap,34
infomap,307
infomap,18
infomap,4
infomap,4
infomap,34
infomap,9
infomap,34
infomap,28
infomap,4
infomap,38
infomap,8
infomap,77
infomap,27
infomap,400
infomap,6
infomap,4
infomap,4
infomap,4
infomap,4
infomap,4
infomap,4
infomap,4
infomap,4
infomap,4
infomap,4
infomap,58
infomap,58
infomap,23
infomap,19
infomap,17
infomap,14
infomap,11
infomap,11
infomap,8
infomap,7
infomap,6
infomap,6
infomap,5
infomap,5
infomap,5
infomap,4
infomap,439
infomap,265
infomap,187
infomap,156
infomap,77
infomap,77
infomap,42
infomap,36
infomap,33
infomap,31
infomap,28
infomap,18
infomap,13
infomap,12
infomap,9
infomap,9
infomap,7
infomap,7
infomap,7
infomap,5
infomap,5
infomap,5
infomap,5
infomap,5
infomap,5
infomap,5
infomap,4
infomap,4
infomap,4
infomap,4
infomap,4
infomap,4
infomap,4
infomap,4
infomap,4
infomap,4
infomap,57
infomap,21
infomap,11
infomap,6
infomap,5
infomap,5
infomap,4
infomap,4
infomap,4
infomap,42
infomap,40
infomap,37
infomap,31
infomap,17
infomap,14
infomap,13
infomap,8
infomap,6
infomap,5
infomap,4
infomap,4
infomap,4
infomap,4
infomap,4
infomap,4
infomap,85
infomap,7
infomap,7
infomap,52
infomap,24
infomap,14
infomap,7
infomap,4
infomap,361
infomap,128
infomap,32
infomap,5
infomap,109
infomap,55
infomap,11
infomap,8
infomap,5
infomap,17
infomap,16
infomap,6
infomap,5
infomap,212
infomap,45
infomap,66
infomap,23
infomap,7
infomap,4
infomap,112
infomap,66
infomap,620
infomap,134
infomap,122
infomap,86
infomap,30
infomap,27
infomap,20
infomap,13
infomap,13
infomap,9
infomap,7
infomap,5
infomap,5
infomap,528
infomap,175
infomap,153
infomap,102
infomap,35
infomap,34
infomap,11
infomap,81
infomap,33
infomap,32
infomap,327
infomap,31
infomap,9
infomap,192
infomap,39
infomap,150
infomap,88
infomap,29
infomap,7
infomap,4
infomap,110
infomap,88
infomap,32
infomap,31
infomap,91
infomap,9
infomap,354
infomap,79
infomap,10
infomap,5
infomap,4
infomap,27
infomap,4
infomap,826
infomap,103
infomap,99
infomap,32
infomap,28
infomap,5
infomap,17
infomap,15
infomap,5
infomap,42
infomap,33
infomap,27
infomap,23
infomap,200
infomap,52
infomap,34
infomap,28
infomap,21
infomap,14
infomap,11
infomap,72
infomap,56
infomap,52
infomap,32
infomap,29
infomap,22
infomap,22
infomap,21
infomap,18
infomap,16
infomap,16
infomap,16
infomap,16
infomap,11
infomap,8
infomap,7
infomap,6
infomap,6
infomap,5
infomap,5
infomap,5
infomap,4
infomap,4
infomap,4
infomap,4
infomap,4
infomap,47
infomap,36
infomap,16
infomap,111
infomap,96
infomap,67
infomap,58
infomap,29
infomap,14
infomap,65
infomap,52
infomap,48
infomap,27
infomap,23
infomap,21
infomap,16
infomap,15
infomap,14
infomap,13
infomap,12
infomap,11
infomap,11
infomap,9
infomap,9
infomap,8
infomap,6
infomap,5
infomap,5
infomap,4
infomap,4
infomap,4
infomap,4
infomap,4
infomap,4
infomap,4
infomap,4
infomap,4
infomap,279
infomap,58
infomap,63
infomap,16
infomap,6
infomap,61
infomap,35
infomap,70
infomap,19
infomap,8
infomap,8
infomap,7
infomap,38
infomap,37
infomap,102
infomap,23
infomap,4
infomap,201
infomap,106
infomap,198
infomap,184
infomap,173
infomap,58
infomap,45
infomap,40
infomap,59
infomap,42
infomap,41
infomap,9
infomap,10
infomap,10
infomap,6
infomap,6
infomap,5
infomap,5
infomap,165
infomap,89
infomap,58
infomap,54
infomap,44
infomap,42
infomap,32
infomap,29
infomap,17
infomap,15
infomap,7
infomap,5
infomap,4
infomap,4
infomap,12
infomap,8
infomap,6
infomap,4
infomap,11
infomap,8
infomap,6
infomap,5
infomap,367
infomap,366
infomap,308
infomap,286
infomap,173
infomap,68
infomap,42
infomap,29
infomap,18
infomap,15
infomap,12
infomap,7
infomap,6
infomap,6
infomap,4
infomap,195
infomap,33
infomap,22
infomap,15
infomap,12
infomap,859
infomap,255
infomap,26
infomap,4
infomap,176
infomap,59
infomap,20
infomap,12
infomap,12
infomap,11
infomap,5
infomap,4
infomap,55
infomap,19
infomap,426
infomap,211
infomap,114
infomap,43
infomap,24
infomap,10
infomap,158
infomap,110
infomap,91
infomap,33
infomap,26
infomap,17
infomap,9
infomap,8
infomap,6
infomap,5
infomap,5
infomap,48
infomap,17
infomap,288
infomap,78
infomap,36
infomap,293
infomap,13
infomap,315
infomap,196
infomap,185
infomap,11
infomap,9
infomap,9
infomap,8
infomap,4
infomap,41
infomap,24
infomap,119
infomap,21
infomap,123
infomap,78
infomap,30
infomap,11
infomap,86
infomap,30
infomap,4
infomap,288
infomap,149
infomap,143
infomap,123
infomap,113
infomap,93
infomap,75
infomap,74
infomap,28
infomap,27
infomap,20
infomap,11
infomap,9
infomap,6
infomap,83
infomap,52
infomap,14
infomap,199
infomap,171
infomap,87
infomap,78
infomap,43
infomap,42
infomap,14
infomap,4
infomap,165
infomap,51
infomap,37
infomap,9
infomap,6
infomap,4
infomap,92
infomap,12
infomap,9
infomap,25
infomap,10
infomap,7
infomap,342
infomap,8
infomap,282
infomap,148
infomap,126
infomap,91
infomap,36
infomap,32
infomap,32
infomap,30
infomap,28
infomap,26
infomap,25
infomap,24
infomap,6
infomap,5
infomap,5
infomap,5
infomap,452
infomap,12
infomap,5
infomap,74
infomap,24
infomap,17
infomap,17
infomap,10
infomap,8
infomap,169
infomap,121
infomap,67
infomap,58
infomap,26
infomap,8
infomap,5
infomap,4
infomap,144
infomap,35
infomap,27
infomap,5
infomap,482
infomap,67
infomap,49
infomap,39
infomap,15
infomap,360
infomap,75
infomap,10
infomap,6
infomap,161
infomap,29
infomap,5
infomap,111
infomap,19
infomap,4
infomap,30
infomap,14
infomap,6
infomap,38
infomap,30
infomap,7
infomap,396
infomap,89
infomap,65
infomap,4
infomap,56
infomap,17
infomap,9
infomap,237
infomap,205
infomap,50
infomap,35
infomap,10
infomap,4
infomap,4
infomap,841
infomap,150
infomap,40
infomap,180
infomap,67
infomap,396
infomap,153
infomap,37
infomap,10
infomap,34
infomap,5
infomap,1139
infomap,67
infomap,6
infomap,25
infomap,17
infomap,718
infomap,445
infomap,439
infomap,374
infomap,359
infomap,282
infomap,242
infomap,239
infomap,212
infomap,169
infomap,167
infomap,121
infomap,30
infomap,22
infomap,11
infomap,8
infomap,7
infomap,5
infomap,4
infomap,4
infomap,210
infomap,43
infomap,15
infomap,313
infomap,135
infomap,55
infomap,70
infomap,62
infomap,49
infomap,12
infomap,9
infomap,5
infomap,5
infomap,4
infomap,4
infomap,549
infomap,252
infomap,190
infomap,107
infomap,73
infomap,58
infomap,52
infomap,45
infomap,35
infomap,29
infomap,15
infomap,11
infomap,7
infomap,663
infomap,206
infomap,95
infomap,82
infomap,34
infomap,23
infomap,34
infomap,26
infomap,25
infomap,18
infomap,55
infomap,54
infomap,24
infomap,1247
infomap,674
infomap,557
infomap,416
infomap,302
infomap,182
infomap,131
infomap,115
infomap,103
infomap,95
infomap,91
infomap,63
infomap,60
infomap,48
infomap,43
infomap,43
infomap,38
infomap,34
infomap,31
infomap,23
infomap,23
infomap,22
infomap,20
infomap,18
infomap,17
infomap,16
infomap,16
infomap,15
infomap,13
infomap,12
infomap,11
infomap,76
infomap,68
infomap,341
infomap,311
infomap,240
infomap,207
infomap,126
infomap,42
infomap,39
infomap,19
infomap,11
infomap,8
infomap,7
infomap,7
infomap,472
infomap,290
infomap,258
infomap,185
infomap,174
infomap,160
infomap,150
infomap,126
infomap,125
infomap,108
infomap,102
infomap,82
infomap,80
infomap,73
infomap,64
infomap,63
infomap,60
infomap,51
infomap,40
infomap,39
infomap,35
infomap,34
infomap,33
infomap,32
infomap,23
infomap,22
infomap,20
infomap,19
infomap,18
infomap,15
infomap,11
infomap,11
infomap,10
infomap,10
infomap,9
infomap,9
infomap,9
infomap,7
infomap,7
infomap,7
infomap,5
infomap,5
infomap,5
infomap,4
infomap,4
infomap,4
infomap,4
infomap,4
infomap,248
infomap,40
infomap,95
infomap,67
infomap,40
infomap,27
infomap,9
infomap,4
infomap,305
infomap,94
infomap,5
infomap,139
infomap,25
infomap,22
infomap,6
infomap,33
infomap,25
infomap,9
infomap,9
infomap,7
infomap,6
infomap,89
infomap,54
infomap,43
infomap,436
infomap,13
infomap,309
infomap,78
infomap,47
infomap,43
infomap,26
infomap,21
infomap,10
infomap,8
infomap,5
infomap,35
infomap,29
infomap,5
infomap,5
infomap,77
infomap,29
infomap,6
infomap,20
infomap,8
infomap,4
infomap,85
infomap,83
infomap,48
infomap,34
infomap,148
infomap,48
infomap,673
infomap,285
infomap,244
infomap,88
infomap,39
infomap,28
infomap,21
infomap,10
infomap,7
infomap,5
infomap,448
infomap,93
infomap,42
infomap,41
infomap,36
infomap,35
infomap,28
infomap,27
infomap,26
infomap,21
infomap,7
infomap,7
infomap,7
infomap,6
infomap,6
infomap,4
infomap,4
infomap,96
infomap,23
infomap,1539
infomap,111
infomap,8
infomap,8
infomap,7
infomap,6
infomap,5
infomap,45
infomap,26
infomap,6
infomap,5
infomap,91
infomap,42
infomap,19
infomap,14
infomap,29
infomap,23
infomap,12
infomap,8
infomap,6
infomap,4
infomap,4
infomap,4
infomap,255
infomap,213
infomap,100
infomap,53
infomap,34
infomap,22
infomap,5
infomap,49
infomap,31
infomap,15
infomap,11
infomap,8
infomap,5
infomap,5
infomap,5
infomap,5
infomap,4
infomap,46
infomap,45
infomap,24
infomap,21
infomap,164
infomap,147
infomap,123
infomap,117
infomap,100
infomap,66
infomap,49
infomap,32
infomap,5
infomap,5
infomap,33
infomap,7
infomap,4
infomap,173
infomap,164
infomap,156
infomap,75
infomap,44
infomap,40
infomap,19
infomap,11
infomap,11
infomap,9
infomap,4
infomap,191
infomap,188
infomap,163
infomap,47
infomap,32
infomap,12
infomap,7
infomap,50
infomap,31
infomap,358
infomap,84
infomap,53
infomap,282
infomap,174
infomap,114
infomap,112
infomap,73
infomap,26
infomap,12
infomap,11
infomap,9
infomap,124
infomap,22
infomap,20
infomap,300
infomap,58
infomap,53
infomap,47
infomap,19
infomap,11
infomap,11
infomap,6
infomap,4
infomap,478
infomap,122
infomap,21
infomap,19
infomap,4
infomap,20
infomap,19
infomap,19
infomap,498
infomap,424
infomap,298
infomap,174
infomap,8
infomap,7
infomap,91
infomap,22
infomap,17
infomap,16
infomap,218
infomap,205
infomap,133
infomap,37
infomap,23
infomap,22
infomap,21
infomap,5
infomap,298
infomap,40
infomap,37
infomap,5
infomap,5
infomap,597
infomap,343
infomap,63
infomap,66
infomap,20
infomap,12
infomap,33
infomap,13
infomap,8
infomap,4
infomap,296
infomap,150
infomap,144
infomap,98
infomap,84
infomap,57
infomap,28
infomap,26
infomap,20
infomap,19
infomap,7
infomap,7
infomap,6
infomap,5
infomap,5
infomap,5
infomap,507
infomap,344
infomap,178
infomap,4
infomap,1006
infomap,730
infomap,351
infomap,297
infomap,277
infomap,274
infomap,212
infomap,147
infomap,119
infomap,98
infomap,66
infomap,24
infomap,22
infomap,16
infomap,15
infomap,12
infomap,7
infomap,101
infomap,33
infomap,51
infomap,25
infomap,22
infomap,192
infomap,37
infomap,133
infomap,116
infomap,27
infomap,153
infomap,97
infomap,59
infomap,40
infomap,38
infomap,33
infomap,30
infomap,22
infomap,19
infomap,18
infomap,18
infomap,18
infomap,16
infomap,15
infomap,15
infomap,11
infomap,11
infomap,9
infomap,8
infomap,7
infomap,6
infomap,5
infomap,5
infomap,4
infomap,4
infomap,4
infomap,81
infomap,57
infomap,4
infomap,421
infomap,84
infomap,18
infomap,8
infomap,8
infomap,6
infomap,6
infomap,6
infomap,6
infomap,4
infomap,4
infomap,79
infomap,42
infomap,92
infomap,50
infomap,25
infomap,12
infomap,7
infomap,64
infomap,45
infomap,34
infomap,12
infomap,12
infomap,11
infomap,10
infomap,10
infomap,8
infomap,8
infomap,7
infomap,7
infomap,6
infomap,6
infomap,160
infomap,70
infomap,242
infomap,236
infomap,199
infomap,137
infomap,128
infomap,105
infomap,101
infomap,72
infomap,69
infomap,61
infomap,48
infomap,34
infomap,24
infomap,19
infomap,7
infomap,6
infomap,5
infomap,136
infomap,23
infomap,6
infomap,31
infomap,15
infomap,25
infomap,8
infomap,5
infomap,25
infomap,13
infomap,13
infomap,5
infomap,428
infomap,33
infomap,38
infomap,36
infomap,23
infomap,21
infomap,20
infomap,18
infomap,17
infomap,17
infomap,14
infomap,13
infomap,10
infomap,10
infomap,9
infomap,9
infomap,9
infomap,8
infomap,7
infomap,7
infomap,7
infomap,7
infomap,6
infomap,6
infomap,5
infomap,5
infomap,5
infomap,5
infomap,4
infomap,4
infomap,4
infomap,4
infomap,125
infomap,52
infomap,42
infomap,11
infomap,9
infomap,66
infomap,63
infomap,14
infomap,73
infomap,65
infomap,25
infomap,22
infomap,7
infomap,27
infomap,4
infomap,4
infomap,1097
infomap,571
infomap,503
infomap,395
infomap,131
infomap,124
infomap,121
infomap,110
infomap,70
infomap,63
infomap,23
infomap,17
infomap,13
infomap,12
infomap,12
infomap,11
infomap,11
infomap,7
infomap,7
infomap,5
infomap,4
infomap,4
infomap,4
infomap,4
infomap,55
infomap,20
infomap,701
infomap,100
infomap,12
infomap,6
infomap,49
infomap,33
infomap,29
infomap,26
infomap,11
infomap,362
infomap,90
infomap,25
infomap,5
infomap,116
infomap,25
infomap,19
infomap,2275
infomap,45
infomap,20
infomap,7
infomap,1196
infomap,29
infomap,28
infomap,2085
infomap,1503
infomap,221
infomap,106
infomap,60
infomap,52
infomap,36
infomap,19
infomap,13
infomap,9
infomap,9
infomap,8
infomap,8
infomap,8
infomap,7
infomap,7
infomap,6
infomap,6
infomap,5
infomap,5
infomap,4
infomap,4
infomap,310
infomap,73
infomap,7
infomap,64
infomap,13
infomap,6
infomap,4
infomap,4
infomap,4
infomap,4
infomap,4
infomap,51
infomap,7
infomap,205
infomap,124
infomap,42
infomap,35
infomap,28
infomap,20
infomap,157
infomap,19
infomap,4
infomap,98
infomap,96
infomap,141
infomap,57
infomap,31
infomap,25
infomap,287
infomap,122
infomap,29
infomap,19
infomap,16
infomap,7
infomap,13
infomap,12
infomap,9
infomap,8
infomap,92
infomap,57
infomap,34
infomap,19
infomap,16
infomap,4
infomap,68
infomap,63
infomap,52
infomap,33
infomap,16
infomap,14
infomap,12
infomap,4
infomap,358
infomap,67
infomap,29
infomap,19
infomap,16
infomap,15
infomap,14
infomap,14
infomap,14
infomap,13
infomap,12
infomap,12
infomap,11
infomap,11
infomap,11
infomap,11
infomap,10
infomap,10
infomap,10
infomap,10
infomap,10
infomap,10
infomap,10
infomap,10
infomap,10
infomap,10
infomap,9
infomap,9
infomap,9
infomap,9
infomap,9
infomap,9
infomap,9
infomap,9
infomap,9
infomap,9
infomap,8
infomap,8
infomap,8
infomap,8
infomap,8
infomap,8
infomap,8
infomap,8
infomap,8
infomap,7
infomap,7
infomap,7
infomap,7
infomap,7
infomap,7
infomap,7
infomap,7
infomap,7
infomap,7
infomap,7
infomap,6
infomap,6
infomap,6
infomap,6
infomap,6
infomap,6
infomap,6
infomap,6
infomap,6
infomap,6
infomap,6
infomap,6
infomap,6
infomap,6
infomap,6
infomap,6
infomap,5
infomap,5
infomap,5
infomap,5
infomap,5
infomap,5
infomap,5
infomap,5
infomap,5
infomap,5
infomap,5
infomap,5
infomap,5
infomap,5
infomap,5
infomap,5
infomap,5
infomap,5
infomap,5
infomap,4
infomap,4
infomap,4
infomap,4
infomap,4
infomap,4
infomap,4
infomap,4
infomap,4
infomap,4
infomap,4
infomap,4
infomap,4
infomap,4
infomap,4
infomap,4
infomap,4
infomap,4
infomap,4
infomap,4
infomap,4
infomap,78
infomap,62
infomap,530
infomap,44
infomap,241
infomap,124
infomap,93
infomap,58
infomap,30
infomap,17
infomap,6
infomap,4
